class,height,strength,skill,intelligence,courage,physique,fitness,generationCount,executionTime,childrenCount,mutationCount
WIZARD,1.9114892634626244,87.63527733567535,84.06679834703445,28.1207871709737,0.07196800357281032,0.10516914274369252,81.71051105727231,31,0.4836270809173584,3000,2998
WIZARD,1.9049820709375296,91.8958343416009,81.00550688865539,26.339876783969686,0.5086017007107756,0.2501802850632444,81.42467496897186,27,0.43005919456481934,2600,2600
WIZARD,1.9224869670699154,95.85105052570553,74.21918883137991,29.491472169323963,0.3226552197498252,0.11563325384076481,81.31710341812183,21,0.35991907119750977,2000,1998
WIZARD,1.8987271827174352,88.73230029069535,84.31873847540079,22.96492521277914,2.0089337132484792,1.975102307876256,79.50104636752337,12,0.18220186233520508,1100,1100
WIZARD,1.9197026122071736,90.96001357542421,79.25918430817832,29.28716825312775,0.014286846769506175,0.47934701650022776,81.6653690269656,41,0.6509852409362793,4000,3995
WIZARD,1.9068655573126196,91.395267373852,77.52954009401206,30.21535830462117,0.40651011650677515,0.4533241110080181,81.38421420210192,38,0.6041710376739502,3700,3699
WIZARD,1.9143336163769573,92.4544021055039,80.9173798708027,24.766723424852156,1.1165500423532186,0.7449445564880246,80.91248841018816,22,0.3481709957122803,2100,2098
WIZARD,1.907949380708022,90.57425483143004,85.95845339391462,23.359324889583092,0.08124711772281787,0.026719767349416505,81.69632502484767,27,0.42708396911621094,2600,2600
WIZARD,1.9142460406661668,92.85378064552893,82.14462627944022,24.441673726276193,0.3517853797491343,0.20813396900551615,81.58590447135633,38,0.6051349639892578,3700,3696
WIZARD,1.9252409621825666,90.76194390379145,79.8893395680589,28.84247126388343,0.139834596624541,0.3664106676416972,81.57479533938863,56,0.8972799777984619,5500,5494
