class,height,strength,skill,intelligence,courage,physique,fitness,generationCount,executionTime,childrenCount,mutationCount
WIZARD,1.9153116167978914,91.0261268826644,80.63244540289939,28.34142771443614,4.376051577055711e-14,3.0078071457439976e-14,81.94398523974955,218,27.760730981826782,21700,17412
WIZARD,1.9154651949414916,91.02283661713948,80.64141201714405,28.33575136571638,6.561126516220903e-14,4.6665856112310436e-14,81.94392479434919,210,21.413383960723877,20900,16618
WIZARD,1.9152196916863256,91.0217345351214,80.64362510477756,28.334640360100966,3.105700466885699e-14,7.080549451639859e-14,81.94399932298121,206,21.324536085128784,20500,16308
WIZARD,1.9153654239766151,91.02241078763319,80.6401066624797,28.337482549886932,1.1770495371300692e-13,8.559380842702376e-14,81.94396978057796,203,20.950616121292114,20200,16083
WIZARD,1.9152291309632263,91.02424803772664,80.61239549350901,28.363356468764213,9.502381883284157e-14,6.858141565447253e-14,81.94399425179938,212,21.54559016227722,21100,16871
WIZARD,1.9145602263894645,91.02012200942225,80.64990909175438,28.329968898823285,6.837919603782015e-14,4.230201426478655e-14,81.94359700732502,196,20.480605125427246,19500,15608
WIZARD,1.915053513926867,91.02498599178764,80.64181567623886,28.333198331973268,6.746095953392972e-14,1.7986200744286015e-13,81.94398060734909,194,22.994811058044434,19300,15406
WIZARD,1.9153164985390314,91.01328914084579,80.63762157259241,28.349089286561767,4.1976503127547594e-14,3.7019884110239265e-14,81.94398339096375,209,21.813122749328613,20800,16684
WIZARD,1.9146846128523392,91.01932857940831,80.6521365036022,28.328534916989422,6.599415519554724e-14,4.226387602162008e-14,81.94373959296222,222,23.12296414375305,22100,17744
WIZARD,1.915101583989961,91.02228433036449,80.64227084786111,28.335444821774328,4.2239310140104994e-14,6.541681996140614e-14,81.94399177349965,199,23.162394762039185,19800,15909
