class,height,strength,skill,intelligence,courage,physique,fitness,generationCount,executionTime,childrenCount,mutationCount
WIZARD,1.925853525705663,90.65996302991202,81.6684781115522,27.386193052162493,0.22338261139502244,0.06198319497825047,81.6657185878573,15,5.492506742477417,1400,1074
WIZARD,1.914909247862273,91.01965990662605,80.59580581582686,28.38452358046988,4.5014800426447245e-06,6.195597194429064e-06,81.94390194873463,219,59.09575080871582,21800,17502
WIZARD,1.914872550024201,91.03457893070627,80.6504318916919,28.31497420349658,8.086910918574571e-06,6.88719434850233e-06,81.94388718590305,245,57.309427976608276,24400,19445
WIZARD,1.9146435637551384,91.02532222498523,80.63542540889058,28.339251363127214,4.2234245884396704e-07,5.806545008492389e-07,81.94369567322303,262,62.52877998352051,26100,20854
WIZARD,1.9152459544055267,91.02827432594518,80.64239956999097,28.329314934882568,6.665383939592275e-06,4.503797378225053e-06,81.9439910468083,266,51.299935817718506,26500,21233
WIZARD,1.915496800809804,91.02357233798371,80.640693086119,28.335734575896492,3.811717193393745e-13,4.2237064513302904e-13,81.94390632068139,516,120.06205797195435,51600,41422
WIZARD,1.9017831704475276,88.15126596000377,66.5511735180635,43.74398473277131,0.5904520889951365,0.9631237001663033,79.82322277143255,7,776.1429901123047,700,556
WIZARD,1.9152860728246197,91.02359095201705,80.65108375808772,28.325322810173102,1.5486919687874766e-06,9.310301240163475e-07,81.94398948792,257,60.13685083389282,25600,20555
WIZARD,1.9138190373542696,91.02372245668631,80.6389209012911,28.33722204666479,6.541623435543576e-05,6.917912342226389e-05,81.94203374019285,197,35.738199949264526,19600,15667
WIZARD,1.9140307570139925,90.67917674251896,81.02999415215504,28.055564618045878,0.16671962475604402,0.06854486252406627,81.8158415324738,50,10.092137098312378,4900,3913
