class,height,strength,skill,intelligence,courage,physique,fitness,generationCount,executionTime,childrenCount,mutationCount
ARCHER,1.9151625594382793,91.02308723007562,80.6417577216965,28.335155046397404,7.489586268875336e-10,1.0815036453036386e-09,92.18699910336342,332,6.515892028808594,33100,26431
ARCHER,1.9150832102025734,91.0227709176515,80.64169158009929,28.335537501110263,5.285768168486752e-10,6.103753090390169e-10,92.18698657572148,384,7.4815568923950195,38300,30474
ARCHER,1.9150981170567738,91.02291174765439,80.64179949031595,28.335288747350305,4.644494477688301e-09,1.003484064751467e-08,92.18699001351834,331,6.677790880203247,33000,26278
ARCHER,1.9152833974339352,91.02049770083299,80.64173911098958,28.33776318817114,1.7371810269010828e-12,4.572493268254126e-12,92.18699060900005,469,9.296457767486572,46800,37367
ARCHER,1.9150952517346072,91.02848986067782,80.64370813237544,28.327801744310488,1.2674272746863874e-07,1.358935136876816e-07,92.18698891330314,278,5.497421026229858,27700,22111
ARCHER,1.9151221583414333,91.02304762185308,80.63713912736989,28.33981322259228,8.53048883199999e-09,1.9654262801901145e-08,92.18699434836788,338,6.557487964630127,33700,26977
ARCHER,1.9153351866809851,91.02337384344888,80.6413793343911,28.335246815946984,2.9677571128749074e-09,3.2452836156231117e-09,92.18697690086215,329,6.365079879760742,32800,26326
ARCHER,1.9153017982604086,91.00949389767075,80.62793969407338,28.36241849780836,7.362171939894694e-05,7.42887281035062e-05,92.18689303926809,163,3.148847818374634,16200,13020
ARCHER,1.9151226533715564,91.02350573868662,80.64185351653957,28.334640655983407,5.164670478830633e-08,3.714369305486975e-08,92.18699453890338,315,6.098010063171387,31400,25118
ARCHER,1.9137765930723871,91.05165732687935,80.60641929055978,28.33922133101616,0.0011245822495789882,0.0015774692951095123,92.18308522681941,111,2.140934944152832,11000,8893
