class,height,strength,skill,intelligence,courage,physique,fitness,generationCount,executionTime,childrenCount,mutationCount
WARRIOR,1.920260092247613,90.21446808056892,82.09612319126786,27.206251097043616,0.18529567570260955,0.2978619554169998,61.246181895347384,20,0.371906042098999,1900,1505
WARRIOR,1.912644267392025,90.83267525005023,79.83585268061627,29.266489719408703,0.024875398202178305,0.040106951722616094,61.42581054259376,57,1.087266206741333,5600,4486
WARRIOR,1.9144381772916936,91.01894686673941,80.66487133168401,28.316168851441535,5.444776022793005e-06,7.505358975200561e-06,61.457563495743315,160,3.0909109115600586,15900,12692
WARRIOR,1.915220124696119,91.02772372321996,80.63975294465467,28.332523315237548,7.700233694146972e-09,9.187560140126257e-09,61.45799934620579,366,7.029174089431763,36500,29117
WARRIOR,1.914346581577983,91.18210128053778,80.53159822311318,28.276304473939675,0.004699736576820991,0.005296285832561602,61.4534668705311,100,1.9156389236450195,9900,7854
WARRIOR,1.9150312812918775,91.0175016691809,80.64602836520591,28.336468945429836,4.0820820160295486e-07,6.119751293159103e-07,61.457979817397984,285,5.517815113067627,28400,22632
WARRIOR,1.91490302641849,91.02401205577999,80.6328159784228,28.343171946760148,9.374921760837527e-09,9.662157766786412e-09,61.457936376909885,334,6.489032983779907,33300,26702
WARRIOR,1.915019599212995,91.05998429142869,80.55242296952756,28.383657378680915,0.0020453551532141267,0.001890005209626798,61.456435480462595,83,1.5762948989868164,8200,6493
WARRIOR,1.9145694678795953,91.01729472783965,80.13759444744579,28.802882639003755,0.019987072984198252,0.02224111272656892,61.440690069500164,78,1.5219917297363281,7700,6108
WARRIOR,1.915288864162603,91.02357243282547,80.64345460675865,28.332972956698793,1.4436784403783776e-09,2.273417848658367e-09,61.4579930042329,359,6.9305419921875,35800,28553
