cost,expandedNodes,borderNodes,executionTime
142,141,1,0.008564949035644531
142,141,1,0.008994102478027344
142,141,1,0.008437871932983398
142,141,1,0.008485078811645508
142,141,1,0.008395910263061523
142,141,1,0.008546113967895508
142,141,1,0.008545875549316406
142,141,1,0.008514881134033203
142,141,1,0.008491992950439453
142,141,1,0.008616209030151367
