class,height,strength,skill,intelligence,courage,physique,fitness,generationCount,executionTime,childrenCount,mutationCount
WIZARD,1.9152834501055414,91.01345629388334,80.63719955593884,28.349329696113305,9.63806607402411e-06,4.815998458401976e-06,81.94398289464554,228,20.745471000671387,22700,20422
WIZARD,1.9152385622912587,91.02412536519942,80.63984562746435,28.33602900672067,2.8835191876797053e-10,3.2723285972153165e-10,81.9439979128741,397,33.593541860580444,39600,35560
WIZARD,1.914033859843133,91.0410900061353,80.69393973685044,28.264703601935356,0.00013532400870024954,0.00013133107018019403,81.9424902736117,143,12.583326816558838,14200,12755
WIZARD,1.9147603024497668,91.02714704247977,80.63987847645993,28.332963772090395,7.951297167555233e-06,2.757672747576952e-06,81.9438059283442,204,17.111411094665527,20300,18227
WIZARD,1.9156184745452811,91.03583819808473,80.6393670077062,28.32461049214917,0.00010310019621209007,8.120186367165093e-05,81.94371765809557,155,12.983519792556763,15400,13852
WIZARD,1.9120868699363252,90.94649498326577,80.37859114070933,28.61699510666148,0.021804556599438373,0.03611421276398958,81.9038428285694,65,5.472599983215332,6400,5753
WIZARD,1.9152193780008488,91.01755485460225,80.64928831707215,28.333075650437493,4.7874213153208025e-05,3.330367493826216e-05,81.94395600314964,178,15.011445045471191,17700,15902
WIZARD,1.9167700332483362,91.11055683517105,80.68844108141904,28.195546729358966,0.0023295029191567106,0.003125851131796633,81.93852267150037,92,7.648078203201294,9100,8130
WIZARD,1.9151808341620893,91.02627811421682,80.62078973211663,28.352932076656874,2.4785861985884573e-08,5.2223802375051917e-08,81.94399768326599,301,25.052103996276855,30000,26985
WIZARD,1.9149412751625687,91.0235487091443,80.64478662065846,28.331664670197082,6.955653400545448e-14,1.1376142127818548e-13,81.94393642820853,547,45.90195393562317,54600,49222
