cost,expandedNodes,borderNodes,executionTime
90,112736,79,26.106964349746704
90,112736,79,28.066211223602295
90,112736,79,28.293046951293945
90,112736,79,29.466420888900757
90,112736,79,28.77828598022461
90,112736,79,28.53190279006958
90,112736,79,28.310324907302856
90,112736,79,29.424937963485718
90,112736,79,27.833187103271484
90,112736,79,26.258774042129517
