class,height,strength,skill,intelligence,courage,physique,fitness,generationCount,executionTime,childrenCount,mutationCount
WIZARD,1.9159650665643382,91.02156370637445,80.64407626350378,28.334359987265447,2.5647563788949683e-08,1.7208777210862457e-08,81.94339492515137,335,5.357447862625122,33400,16627
WIZARD,1.9147008006851896,91.02528390866996,80.81342087686147,28.15890489502441,0.00066453827371284,0.0017257811704696762,81.94236807907704,143,2.2785470485687256,14200,7121
WIZARD,1.9093489198375966,91.00033332854225,81.03106542546753,27.908014592192323,0.013836973521627275,0.046749680276282055,81.87825452228826,65,1.0252370834350586,6400,3263
WIZARD,1.914981756875717,91.01946080518573,80.67018114643908,28.31035710025588,4.426251470293932e-07,5.054941413577142e-07,81.94395098847595,291,4.612675666809082,29000,14462
WIZARD,1.9152193026081232,91.02283253406371,80.64211457649745,28.335052889438774,7.07231167299743e-14,4.1247156444614213e-14,81.94399936621478,597,9.461178064346313,59600,29503
WIZARD,1.9147356207343593,91.03027895424735,80.63207676450739,28.337644281222772,1.53382501867421e-11,7.123415593012448e-12,81.9437889233678,526,8.368860721588135,52500,26114
WIZARD,1.9152580579998149,91.02960048192844,80.62688040516339,28.343519092980344,1.1355164302970597e-08,8.572646953159558e-09,81.94399444209499,366,5.807882070541382,36500,18388
WIZARD,1.9151795457265564,91.01972224449068,80.64023503326642,28.340042640840668,3.244656422448289e-08,4.8955647833908207e-08,81.94399974568505,335,5.272491216659546,33400,16643
WIZARD,1.9154631735453176,91.02582186824095,80.63958876248473,28.334589369274212,6.746415996440203e-14,6.805741575891797e-14,81.94392583366806,629,9.868597030639648,62800,31336
WIZARD,1.9149116104184127,91.01393658475853,80.61882554851911,28.367210508243243,1.5531988159524968e-05,1.1826490963954394e-05,81.94390187608181,235,3.680986166000366,23400,11709
