class,height,strength,skill,intelligence,courage,physique,fitness,generationCount,executionTime,childrenCount,mutationCount
WIZARD,1.9154508347664272,91.02311667169278,80.6422175804727,28.334665747834496,3.8841975212289884e-14,3.9730496415493737e-14,81.94393252084747,374,44.43955874443054,37300,29715
WIZARD,1.9152655133423544,91.02360835535221,80.64331763725066,28.33307400739687,1.1661873513872327e-13,1.6984810262177393e-13,81.94399468122285,353,41.7104811668396,35200,28110
WIZARD,1.9151687797162884,91.02317075853983,80.64219616518834,28.334633076271775,6.511574046665688e-14,3.885242735696958e-14,81.94399954043692,448,53.07843065261841,44700,35662
WIZARD,1.915208478118846,91.02349214395458,80.63950650914595,28.337001346899434,3.322927431711513e-14,3.498425995011692e-14,81.94399980315836,398,47.170178174972534,39700,31749
WIZARD,1.9153164849833442,91.0231591920922,80.64216664974116,28.3346741581666,2.906581397862154e-14,4.1855132619781707e-14,81.94398452304426,427,50.512356758117676,42600,34157
WIZARD,1.9152034666845466,91.02328436848825,80.64258694881931,28.334128682692384,3.8113162999130826e-14,3.242903755573482e-14,81.94399997564807,464,54.9071249961853,46300,37084
WIZARD,1.915253898574304,91.02275074547413,80.64117878038634,28.336070474020666,2.9694304533893645e-11,8.918368694795969e-11,81.94399626431726,315,36.81206297874451,31400,25084
WIZARD,1.9150378342571321,91.0233502743558,80.64263048306316,28.334019242580943,6.952298067080084e-14,6.055833800062795e-14,81.94397599065351,380,44.416669607162476,37900,30370
WIZARD,1.9152303677112,91.02274780442454,80.64125716419453,28.335995031380875,5.689776248707894e-14,3.355776315292816e-14,81.94399863341147,365,42.70727896690369,36400,29147
WIZARD,1.915796269409546,91.03651862506564,80.4396930544659,28.522001771073402,0.001047932868854922,0.0007386165261639411,81.94248253532392,102,11.842135667800903,10100,8093
