class,height,strength,skill,intelligence,courage,physique,fitness,generationCount,executionTime,childrenCount,mutationCount
WIZARD,1.9150770068298586,91.02510152008568,80.64536202410189,28.32953645581235,6.770311315144393e-14,6.666551276882525e-14,81.94398656137831,168,81.89307570457458,16700,13275
WIZARD,1.9149651107039016,91.02530213193354,80.62118270309603,28.353515164970403,4.1915259868486664e-14,3.689484634731601e-14,81.94394579320272,171,84.02089762687683,17000,13576
WIZARD,1.915209540232844,91.02270711359654,80.64351526216251,28.333777624240902,3.60301400451692e-14,3.956155875323926e-14,81.94399979385048,180,88.04259324073792,17900,14324
WIZARD,1.9161727750073536,91.02305168547159,80.64016845720168,28.336779857326643,6.434367947050588e-14,6.015192202596699e-14,81.94302514577697,173,85.53744173049927,17200,13744
WIZARD,1.915281053660493,91.02099655663956,80.64155333805915,28.337450105301244,4.078579132145713e-14,3.8726561532743597e-14,81.94399209871602,178,88.17239880561829,17700,14205
WIZARD,1.9154485950459461,91.02572785933181,80.64503275238276,28.32923938828529,6.92634849885877e-14,9.743878706461771e-14,81.9439335650227,171,84.65412735939026,17000,13713
WIZARD,1.9143344202809145,91.02407105372964,80.64259781894953,28.333331127320708,6.640048102661822e-14,9.938712822163787e-14,81.94325880536027,174,86.16827988624573,17300,13813
WIZARD,1.9155886840186724,91.02398368642554,80.64212761814058,28.333888695433615,1.0371214204607333e-13,1.8129298837165478e-13,81.94384113062934,161,79.65282225608826,16000,12812
WIZARD,1.9139459980899156,91.02304088278638,80.64209256170187,28.33486655551166,6.388344222516569e-14,6.547209288504241e-14,81.9424379696653,174,86.07381272315979,17300,13905
WIZARD,1.9148841143599182,91.02347081751668,80.64398507611676,28.33254410636647,6.85971317073425e-14,4.22160454167472e-14,81.94390419577907,177,86.64022397994995,17600,14041
