cost,expandedNodes,borderNodes,executionTime
19,324,143,0.02379298210144043
19,324,143,0.02408313751220703
19,324,143,0.024241209030151367
19,324,143,0.02443408966064453
19,324,143,0.025176048278808594
19,324,143,0.03211498260498047
19,324,143,0.02385091781616211
19,324,143,0.024040937423706055
19,324,143,0.023679018020629883
19,324,143,0.02382802963256836
