cost,expandedNodes,borderNodes,executionTime
19,367,196,0.02289104461669922
19,367,196,0.023960113525390625
19,367,196,0.023270130157470703
19,367,196,0.023779869079589844
19,367,196,0.0233461856842041
19,367,196,0.029017925262451172
19,367,196,0.023395061492919922
19,367,196,0.02291703224182129
19,367,196,0.022858858108520508
19,367,196,0.022765159606933594
