cost,expandedNodes,borderNodes,executionTime
19,324,143,0.023777008056640625
19,324,143,0.023594141006469727
19,324,143,0.02452683448791504
19,324,143,0.023627758026123047
19,324,143,0.024464130401611328
19,324,143,0.029718875885009766
19,324,143,0.023922204971313477
19,324,143,0.024020910263061523
19,324,143,0.023968935012817383
19,324,143,0.023766040802001953
