cost,expandedNodes,borderNodes,executionTime
61,62743,4599,9.270539999008179
61,62743,4599,9.627583026885986
61,62743,4599,9.335951805114746
61,62743,4599,9.268126964569092
61,62743,4599,9.499959945678711
61,62743,4599,9.20243501663208
61,62743,4599,9.394896984100342
61,62743,4599,9.454654216766357
61,62743,4599,9.224093914031982
61,62743,4599,9.38461685180664
