cost,expandedNodes,borderNodes,executionTime
69,3503,210,0.3508107662200928
69,3503,210,0.3394806385040283
69,3503,210,0.3541550636291504
69,3503,210,0.36150193214416504
69,3503,210,0.34217190742492676
69,3503,210,0.3499438762664795
69,3503,210,0.3334920406341553
69,3503,210,0.34200119972229004
69,3503,210,0.34330010414123535
69,3503,210,0.3295581340789795
