cost,expandedNodes,borderNodes,executionTime
131,7742,260,0.8118281364440918
131,7742,260,0.8037278652191162
131,7742,260,0.7859010696411133
131,7742,260,0.8088200092315674
131,7742,260,0.7799990177154541
131,7742,260,0.7898719310760498
131,7742,260,0.783376932144165
131,7742,260,0.8086988925933838
131,7742,260,0.7945020198822021
131,7742,260,0.7965860366821289
