cost,expandedNodes,borderNodes,executionTime
2837,63244,2990,6.361001253128052
2837,63244,2990,5.901870012283325
2837,63244,2990,5.882087230682373
2837,63244,2990,5.910492181777954
2837,63244,2990,5.756822824478149
2837,63244,2990,5.7378089427948
2837,63244,2990,5.536473989486694
2837,63244,2990,5.698108196258545
2837,63244,2990,5.495589017868042
2837,63244,2990,5.696306228637695
