epoch,trainingAccuracy,stdTrainingAccuracy,testingAccuracy,stdTestingAccuracy
0,0.7,0.15,0.3,0.24494897427831783
1,0.7,0.1695582495781317,0.3,0.24494897427831783
2,0.7,0.1695582495781317,0.3,0.24494897427831783
3,0.75,0.1767766952966369,0.3,0.24494897427831783
4,0.725,0.16583123951777,0.3,0.24494897427831783
5,0.725,0.16583123951777,0.5,0.31622776601683794
6,0.725,0.16583123951777,0.3,0.24494897427831783
