epoch,trainingMSE,testingMSE
0,1.409784242630405,2.444532644848682
1,1.3826586169298976,2.404305637468529
2,1.3518178214613383,2.360474934047925
3,1.3161204433308091,2.3120912686277992
4,1.2737193652638772,2.257800772181613
5,1.2214438419704996,2.195631388842092
6,1.153688618648295,2.1227322293439705
7,1.0616215122376789,2.0354540041269953
8,0.9406394772829972,1.931576531060247
9,0.814898083490679,1.816513720910203
10,0.713349488470688,1.699865511762406
11,0.6304044220125848,1.5833106979392542
12,0.5577517886356671,1.467108748752121
13,0.492800167618852,1.3532397340861666
14,0.4352136243148034,1.2442263684064874
15,0.3850304100492806,1.1421026371468115
16,0.3420349365183934,1.0479863160533014
17,0.3056826914403312,0.9621322067054633
18,0.27521596785944524,0.8842226086023542
19,0.2498015222158438,0.8136780113028222
20,0.22863033838331742,0.7498748656214991
21,0.2109723769195414,0.6922513256903001
22,0.1961976047739623,0.6403301306741914
23,0.18377679497707067,0.5936981557129143
24,0.17327237368527382,0.5519738915407859
25,0.1643257442793254,0.5147810686384507
26,0.1566445217348422,0.4817353475539669
27,0.1499911527939302,0.4524435274292426
28,0.14417329047946853,0.42651109275075677
29,0.139035782173193,0.4035532295787781
30,0.13445398366778305,0.3832054762516899
31,0.13032813917134725,0.36513180353704455
32,0.12657864406149016,0.3490293867637328
33,0.12314207066285378,0.3346303065285574
34,0.11996787075312049,0.3217008817513403
35,0.11701567866920261,0.3100394391646018
36,0.11425313843002151,0.2994732220027094
37,0.1116541767784308,0.2898549644733012
38,0.10919764591636537,0.28105948210549664
39,0.10686626559103062,0.2729804842329588
40,0.10464580286681108,0.26552771130654573
41,0.10252443776285408,0.25862443192239426
42,0.10049227263329873,0.2522052939018428
43,0.09854095190525335,0.24621450207373685
44,0.09666336620455226,0.2406042858315316
45,0.09485342093242212,0.23533361720094204
46,0.0931058541208058,0.23036714180553106
47,0.0914160920785371,0.2256742887081563
48,0.0897801341485482,0.221228529414774
49,0.08819446001591195,0.21700676067149338
50,0.08665595459739502,0.2129887897178292
51,0.08516184673404349,0.20915690422877245
52,0.08370965879949885,0.20549551224718113
53,0.08229716500477317,0.20199083999637546
54,0.08092235668257158,0.19863067761832354
55,0.07958341321367847,0.19540416466270547
56,0.07827867754602619,0.19230160861380366
57,0.0770066354771271,0.18931433093842231
58,0.07576589803973231,0.1864345361152661
59,0.07455518646152459,0.1836551999039536
60,0.07337331927170872,0.18096997376318094
61,0.07221920120746018,0.17837310285979094
62,0.07109181363649304,0.17585935554600893
63,0.06999020626237872,0.173423962539061
64,0.06891348991959328,0.17106256433055686
65,0.06786083029779993,0.16877116559432626
66,0.066831442461258,0.1665460955604934
67,0.06582458605077984,0.1643839734882491
68,0.06483956107332543,0.1622816785063367
69,0.06387570419889729,0.1602363232037927
70,0.06293238549648389,0.15824523044811697
71,0.06200900555086533,0.15630591298712934
72,0.06110499291051938,0.15441605545702577
73,0.06021980182394373,0.15257349847480003
74,0.059352910227683006,0.15077622454005804
75,0.058503817954403875,0.1490223455107947
76,0.05767204513365912,0.14731009145116383
77,0.05685713076164257,0.14563780067763146
78,0.05605863141936885,0.144003910854004
79,0.055276120121395496,0.14240695100633807
80,0.05450918527951352,0.14084553434624256
81,0.053757429767820636,0.13931835180603838
82,0.05302047007730954,0.13782416620205348
83,0.05229793554959019,0.1363618069533082
84,0.051589467680654005,0.1349301652922915
85,0.05089471948670867,0.13352818991263957
86,0.050213354925086946,0.1321548830055334
87,0.049545048364082155,0.13080929664266785
88,0.04888948409630545,0.12949052946886597
89,0.04824635589080764,0.128197723671933
90,0.04761536657977598,0.12693006220125555
91,0.04699622767611294,0.12568676621005795
92,0.04638865901864024,0.12446709269917633
93,0.045792388442053335,0.12327033234278435
94,0.0452071514690882,0.12209580747874627
95,0.044632691022656795,0.12094287024822575
96,0.044068757155968453,0.11981090087089012
97,0.0435151067988822,0.11869930604354421
98,0.04297150351893696,0.11760751745133756
99,0.04243771729568377,0.11653499038184091
100,0.04191352430710102,0.11548120243329668
101,0.041398706727010834,0.11444565230923975
102,0.04089305253253698,0.11342785869246919
103,0.040396355320751996,0.11242735919204494
104,0.03990841413375543,0.11144370935759547
105,0.039429033291509034,0.11047648175576796
106,0.038958022231828586,0.10952526510413284
107,0.03849519535699652,0.10858966345828557
108,0.03804037188651788,0.1076692954482693
109,0.037593375715592285,0.10676379356078487
110,0.037154035278919036,0.10587280346395844
111,0.03672218341949351,0.10499598337171144
112,0.036297657262085996,0.10413300344502409
113,0.03588029809112638,0.10328354522760336
114,0.035469951232745135,0.10244730111366546
115,0.03506646594074406,0.10162397384572547
116,0.03466969528629337,0.10081327604044586
117,0.0342794960511685,0.10001492974074695
118,0.03389572862435816,0.09922866599251395
119,0.03351825690188894,0.0984542244443599
120,0.033146948189725245,0.097691352969012
121,0.03278167310961441,0.096939807304995
122,0.0324223055077576,0.09619935071737418
123,0.03206872236619519,0.09546975367640875
124,0.03172080371680475,0.09475079355304462
125,0.03137843255781514,0.0940422543302461
126,0.031041494772748056,0.09334392632923448
127,0.030709879051703068,0.09265560594976224
128,0.03038347681490745,0.09197709542360681
129,0.03006218213845688,0.09130820258052391
130,0.029745891682176836,0.09064874062594463
131,0.02943450461953767,0.08999852792974887
132,0.029127922569561062,0.08935738782548763
133,0.028826049530656248,0.0887251484194676
134,0.028528791816329634,0.0881016424091449
135,0.02823605799271155,0.08748670691031084
136,0.02794775881784756,0.0868801832925834
137,0.027663807182703216,0.086281917022747
138,0.027384118053833093,0.08569175751551074
139,0.027108608417666578,0.085109557991281
140,0.02683719722636478,0.08453517534056847
141,0.026569805345203843,0.08396846999467156
142,0.026306355501442204,0.08340930580229881
143,0.02604677223462958,0.08285754991181435
144,0.025790981848317716,0.08231307265880625
145,0.02553891236313345,0.08177574745869699
146,0.025290493471175936,0.0812454507041304
147,0.0250456564917011,0.08072206166688504
148,0.024804334328057086,0.08020546240407829
149,0.024566461425835816,0.07969553766843789
150,0.024331973732206382,0.07919217482243267
151,0.024100808656397157,0.07869526375606221
152,0.023872905031294092,0.07820469680812066
153,0.02364820307612415,0.07772036869075706
154,0.02342664436019254,0.07724217641716578
155,0.02320817176764447,0.07677001923225009
156,0.022992729463222207,0.0763037985461097
157,0.022780262858988817,0.07584341787021297
158,0.02257071858199149,0.07538878275611935
159,0.02236404444283737,0.07493980073662904
160,0.022160189405155562,0.07449638126923912
161,0.021959103555920387,0.0740584356817955
162,0.02176073807661066,0.07362587712023445
163,0.02156504521518114,0.07319862049831304
164,0.02137197825882265,0.07277658244923436
165,0.02118149150748808,0.07235968127907752
166,0.02099354024816198,0.07194783692194728
167,0.020808080729852338,0.07154097089676341
168,0.020625070139283466,0.07113900626561342
169,0.0204444665772695,0.07074186759359688
170,0.02026622903574885,0.07034948091009278
171,0.020090317375460173,0.06996177367138508
172,0.019916692304241132,0.06957867472458651
173,0.01974531535593186,0.06920011427280043
174,0.019576148869865254,0.06882602384146781
175,0.019409155970927013,0.0684563362458456
176,0.01924430055016865,0.0680909855595679
177,0.019081547245957352,0.06772990708424283
178,0.01892086142564666,0.06737303732003987
179,0.018762209167753268,0.06702031393722667
180,0.018605557244624205,0.06667167574861352
181,0.018450873105580825,0.06632706268286928
182,0.018298124860525032,0.06598641575867074
183,0.018147281263994515,0.06564967705965231
184,0.017998311699653508,0.06531678971012246
185,0.017851186165206517,0.06498769785151652
186,0.017705875257722416,0.06466234661955603
187,0.01756235015935704,0.06434068212208632
188,0.01742058262346241,0.06402265141756572
189,0.017280544961071405,0.0637082024941813
190,0.017142210027746713,0.06339728424956603
191,0.017005551210783596,0.06308984647109576
192,0.01687054241675588,0.06278583981674206
193,0.016737158059395487,0.06248521579646168
194,0.01660537304779516,0.0621879267541021
195,0.01647516277492581,0.06189392584980397
196,0.016346503106458406,0.06160316704288213
197,0.01621937036988239,0.06131560507516857
198,0.016093741343911176,0.06103119545479995
199,0.015969593248167165,0.0607498944404349
200,0.01584690373313762,0.060471659025885305
201,0.015725650870393796,0.06019644692514655
202,0.015605813143065734,0.059924216557815164
203,0.015487369436565267,0.05965492703487829
204,0.01537029902955001,0.05938853814486377
205,0.015254581585121678,0.05912501034033824
206,0.015140197142251642,0.058864304724742356
207,0.015027126107427551,0.058606383039551235
208,0.014915349246514453,0.05835120765175023
209,0.014804847676824323,0.05809874154161584
210,0.014695602859388255,0.05784894829079167
211,0.014587596591425339,0.05760179207065048
212,0.014480810999002692,0.057357237630933304
213,0.014375228529881195,0.05711525028865738
214,0.01427083194654193,0.05687579591728371
215,0.014167604319387867,0.05663884093613795
216,0.014065529020116034,0.05640435230007541
217,0.013964589715255554,0.05617229748938391
218,0.013864770359866503,0.055942644499917336
219,0.013766055191395442,0.05571536183345294
220,0.013668428723683184,0.05549041848826583
221,0.013571875741120456,0.05526778394991481
222,0.013476381292947344,0.055047428182233654
223,0.013381930687692743,0.05482932161852106
224,0.01328850948774965,0.05461343515292532
225,0.013196103504082875,0.05439974013201657
226,0.01310469879106529,0.05418820834654273
227,0.013014281641439163,0.053978812023364096
228,0.01292483858139919,0.053771523817561
229,0.012836356365793942,0.05356631680471032
230,0.012748821973442272,0.053363164473326785
231,0.012662222602562006,0.05316204071746403
232,0.012576545666307455,0.052962919829471454
233,0.0124917787884129,0.05276577649290335
234,0.012407909798939498,0.05257058577557574
235,0.012324926730122436,0.052377323122767244
236,0.012242817812315853,0.05218596435056097
237,0.012161571470032922,0.05199648563932288
238,0.012081176318078545,0.051808863527314154
239,0.012001621157772152,0.051623074904433415
240,0.011922894973258208,0.05143909700608671
241,0.01184498692790229,0.051256907407180724
242,0.011767886360770242,0.05107648401623737
243,0.011691582783188331,0.05089780506962662
244,0.011616065875382392,0.05072084912591406
245,0.011541325483193686,0.05054559506032122
246,0.01146735161486966,0.05037202205929581
247,0.01139413443792756,0.05020010961518915
248,0.011321664276089065,0.05002983752103815
249,0.011249931606284043,0.04986118586544975
250,0.011178927055721839,0.04969413502758573
251,0.011108641399027964,0.04952866567224414
252,0.011039065555445093,0.049364758745037395
253,0.010970190586096114,0.04920239546766253
254,0.010902007691308136,0.049041557333263736
255,0.010834508207995662,0.048882226101882593
256,0.010767683607101515,0.04872438379599697
257,0.01070152549109399,0.048568012696143914
258,0.010636025591518874,0.04841309533662638
259,0.010571175766605006,0.04825961450130157
260,0.010506967998921972,0.04810755321944834
261,0.01044339439308856,0.0479568947617132
262,0.010380447173530984,0.04780762263613212
263,0.010318118682289249,0.04765972058422738
264,0.010256401376870887,0.047513172577176695
265,0.010195287828150571,0.04736796281205477
266,0.010134770718314643,0.047224075708143715
267,0.010074842838849457,0.04708149590331281
268,0.010015497088572377,0.046940208250464514
269,0.009956726471704432,0.04680019781404659
270,0.009898524095983751,0.04666144986662804
271,0.009840883170818616,0.04652394988553805
272,0.009783797005479064,0.04638768354956651
273,0.009727259007326669,0.046252636735724585
274,0.009671262680080811,0.046118795516064535
275,0.009615801622121209,0.045986146154557254
276,0.00956086952482544,0.045854675104026556
277,0.009506460170940976,0.04572436900313826
278,0.009452567432990467,0.04559521467344458
279,0.009399185271709904,0.045467199116481116
280,0.009346307734518715,0.045340309510915854
281,0.00929392895402098,0.045214533209749774
282,0.009242043146537147,0.045089857737567
283,0.009190644610665486,0.04496627078783439
284,0.009139727725872645,0.04484376022024896
285,0.009089286951112508,0.04472231405813232
286,0.009039316823472853,0.0446019204858718
287,0.008989811956849088,0.044482567846405786
288,0.00894076704064436,0.0443642446387549
289,0.008892176838495712,0.04424693951559505
290,0.008844036187025294,0.04413064128087446
291,0.00879633999461643,0.04401533888747151
292,0.00874908324021375,0.04390102143489422
293,0.008702260972146846,0.04378767816701946
294,0.008655868306977123,0.04367529846987159
295,0.00860990042836708,0.04356387186944008
296,0.008564352585971607,0.04345338802953463
297,0.008519220094350884,0.04334383674967742
298,0.008474498331904268,0.04323520796303201
299,0.008430182739824847,0.04312749173436808
300,0.008386268821073987,0.04302067825806041
301,0.008342752139375714,0.04291475785612337
302,0.008299628318230222,0.04280972097627811
303,0.008256893039946285,0.04270555819005348
304,0.008214542044692017,0.04260226019091903
305,0.008172571129563658,0.04249981779244997
306,0.008130976147672032,0.04239822192652324
307,0.008089753007246174,0.04229746364154438
308,0.008048897670753742,0.042197534100704336
309,0.00800840615403816,0.04209842458026559
310,0.007968274525471641,0.042000126467877465
311,0.007928498905124119,0.04190263126091993
312,0.007889075463947666,0.041805930564874784
313,0.007850000422975907,0.041710016091724415
314,0.007811270052538358,0.04161487965837788
315,0.007772880671489243,0.04152051318512213
316,0.007734828646450301,0.04142690869410048
317,0.007697110391067763,0.0413340583078154
318,0.007659722365282658,0.04124195424765646
319,0.0076226610746145725,0.04115058883245317
320,0.0075859230694583476,0.04105995447705096
321,0.007549504944393547,0.04097004369091145
322,0.007513403337506452,0.04088084907673555
323,0.007477614929724183,0.040792363329109335
324,0.007442136444160871,0.040704579233171646
325,0.007406964645475498,0.040617489663304425
326,0.007372096339241269,0.040531087581844115
327,0.0073375283713261515,0.04044536603781385
328,0.007303257627284515,0.04036031816567686
329,0.007269281031759459,0.040275937184109704
330,0.007235595547895823,0.04019221639479599
331,0.007202198176763425,0.040109149181239104
332,0.007169085956790531,0.04002672900759469
333,0.007136255963207208,0.03994494941752167
334,0.007103705307498465,0.0398638040330521
335,0.007071431136866902,0.03978328655347892
336,0.007039430633704635,0.039703390754261804
337,0.00700770101507455,0.03962411048595079
338,0.006976239532200393,0.039545439673126764
339,0.006945043469965681,0.03946737231335902
340,0.006914110146421307,0.03938990247617964
341,0.006883436912301515,0.039313024302074
342,0.006853021150548231,0.039236732001487924
343,0.006822860275843432,0.03916101985384956
344,0.006792951734149599,0.03908588220660792
345,0.006763293002257849,0.03901131347428554
346,0.00673388158734379,0.03893730813754729
347,0.006704715026530908,0.03886386074228295
348,0.006675790886461239,0.0387909658987046
349,0.0066471067628733225,0.03871861828045819
350,0.006618660280187178,0.03864681262374903
351,0.006590449091096276,0.03857554372648116
352,0.006562470876166268,0.038504806447409695
353,0.0065347233434403795,0.038434595705306836
354,0.006507204228051502,0.03836490647814103
355,0.006479911291840484,0.03829573380226824
356,0.006452842322980843,0.03822707277163647
357,0.006425995135609679,0.03815891853700207
358,0.0063993675694646165,0.03809126630515874
359,0.006372957489526665,0.038024111338177784
360,0.0063467627856689905,0.037957448952660754
361,0.006320781372311341,0.03789127451900296
362,0.0062950111880801275,0.03782558346066893
363,0.006269450195474033,0.03776037125347854
364,0.0062440963805350325,0.03769563342490415
365,0.006218947752524634,0.0376313655533785
366,0.0061940023436055066,0.037567563267613464
367,0.006169258208528049,0.037504222245928635
368,0.0061447134243220744,0.0374413382155907
369,0.006120366089993429,0.03737890695216239
370,0.00609621432622538,0.037316924278861234
371,0.006072256275084822,0.03725538606592883
372,0.0060484900997331255,0.03719428823000878
373,0.006024913984141534,0.03713362673353391
374,0.006001526132811102,0.03707339758412374
375,0.00597832477049698,0.03701359683398996
376,0.00595530814193713,0.03695422057935126
377,0.005932474511585197,0.03689526495985699
378,0.005909822163347594,0.03683672615801907
379,0.005887349400324746,0.03677860039865296
380,0.005865054544556227,0.036720883948326406
381,0.005842935936770002,0.036663573114816696
382,0.0058209919361354645,0.036606664246575805
383,0.005799220920020326,0.03655015373220359
384,0.005777621283751205,0.03649403799992865
385,0.005756191440377992,0.03643831351709697
386,0.005734929820441718,0.03638297678966807
387,0.005713834871746101,0.03632802436171855
388,0.005692905059132458,0.0362734528149528
389,0.005672138864258107,0.03621925876822108
390,0.005651534785378173,0.0361654388770448
391,0.005631091337130616,0.0361119898331482
392,0.005610807050324621,0.03605890836399737
393,0.005590680471732076,0.036006191232345726
394,0.005570710163882264,0.035953835235786165
395,0.005550894704859597,0.03590183720630981
396,0.005531232688104424,0.03585019400987091
397,0.00551172272221678,0.035798902545958286
398,0.005492363430763098,0.035747959747172695
399,0.005473153452085763,0.0356973625788107
400,0.005454091439115543,0.035647108038454126
401,0.005435176059186736,0.035597193155565525
402,0.005416405993855153,0.03554761499108947
403,0.0053977799387186325,0.03549837063705967
404,0.0053792966032404094,0.03544945721621152
405,0.005360954710574828,0.03540087188160017
406,0.0053427529973958466,0.035352611816224254
407,0.0053246902137279095,0.0353046742326547
408,0.005306765122779308,0.035257056372668925
409,0.005288976500778024,0.03520975550689034
410,0.005271323136809885,0.03516276893443283
411,0.005253803832659109,0.03511609398254986
412,0.00523641740265117,0.03506972800628956
413,0.005219162673497886,0.03502366838815351
414,0.005202038484144781,0.03497791253776106
415,0.005185043685620615,0.034932457891518
416,0.005168177140889073,0.03488730191229019
417,0.005151437724702595,0.03484244208908127
418,0.005134824323458289,0.034797875936715295
419,0.005118335835055863,0.034753600995523805
420,0.005101971168757639,0.0347096148310368
421,0.005085729245050505,0.03466591503367835
422,0.005069608995509835,0.034622499218466544
423,0.005053609362665323,0.03457936502471723
424,0.0050377292998687265,0.034536510115752046
425,0.005021967771163467,0.03449393217861044
426,0.005006323751156069,0.034451628923765736
427,0.004990796224889333,0.034409598084844964
428,0.00497538418771741,0.0343678374183526
429,0.004960086645182492,0.034326344703398064
430,0.0049449026128932875,0.03428511774142701
431,0.004929831116405165,0.03424415435595627
432,0.004914871191101983,0.03420345239231227
433,0.004900021882079519,0.03416300971737306
434,0.00488528224403049,0.03412282421931412
435,0.004870651341131267,0.03408289380735712
436,0.004856128246930001,0.034043216411522574
437,0.004841712044236392,0.03400378998238547
438,0.004827401825012908,0.03396461249083429
439,0.004813196690267523,0.03392568192783349
440,0.004799095749947901,0.03388699630418877
441,0.004785098122837026,0.03384855365031579
442,0.004771202936450243,0.03381035201601216
443,0.004757409326933713,0.03377238947023173
444,0.004743716438964214,0.03373466410086292
445,0.004730123425650313,0.03369717401450922
446,0.004716629448434881,0.03365991733627268
447,0.004703233676998858,0.033622892209540865
448,0.004689935289166415,0.03358609679577598
449,0.004676733470811275,0.033549529274307176
450,0.004663627415764352,0.03351318784212521
451,0.004650616325722629,0.033477070713680356
452,0.0046376994101591795,0.03344117612068264
453,0.004624875886234475,0.03340550231190463
454,0.004612144978708774,0.03337004755298701
455,0.004599505919855792,0.03333481012624658
456,0.00458695794937737,0.033299788330487
457,0.004574500314319363,0.03326498048081154
458,0.0045621322689886334,0.033230384908438805
459,0.004549853074871055,0.0331959999605204
460,0.004537662000550714,0.03316182399996146
461,0.004525558321630035,0.03312785540524291
462,0.004513541320651065,0.03309409257024657
463,0.004501610287017686,0.03306053390408212
464,0.004489764516918933,0.033027177830916674
465,0.004478003313253217,0.03299402278980612
466,0.004466325985553603,0.0329610672345292
467,0.004454731849913977,0.03292830963342292
468,0.004443220228916276,0.03289574846922085
469,0.004431790451558536,0.03286338223889327
470,0.004420441853183932,0.032831209453488934
471,0.004409173775410737,0.03279922863797948
472,0.004397985566063133,0.03276743833110538
473,0.004386876579102927,0.03273583708522401
474,0.004375846174562152,0.0327044234661597
475,0.0043648937184765195,0.032673196053055735
476,0.0043540185828197095,0.032642153438227836
477,0.004343220145438477,0.032611294227020034
478,0.004332497789988617,0.03258061703766183
479,0.004321850905871744,0.03255012050112797
480,0.004311278888172797,0.03251980326099873
481,0.004300781137598417,0.03248966397332325
482,0.004290357060416073,0.0324597013064838
483,0.004280006068393912,0.032429913941061844
484,0.004269727578741408,0.03240030056970602
485,0.004259521014050732,0.03237085989700158
486,0.004249385802238873,0.03234159063934158
487,0.004239321376490445,0.03231249152479953
488,0.004229327175201234,0.03228356129300374
489,0.004219402641922445,0.03225479869501301
490,0.004209547225305619,0.03222620249319432
491,0.004199760379048258,0.032197771461101386
492,0.00419004156184008,0.03216950438335558
493,0.0041803902373100015,0.03214140005552719
494,0.0041708058739736795,0.03211345728401912
495,0.004161287945181831,0.03208567488595168
496,0.004151835929069,0.03205805168904859
497,0.004142449308503154,0.032030586531524644
498,0.004133127571035743,0.032003278261974626
499,0.004123870208852436,0.03197612573926368
500,0.004114676718724436,0.03194912783241865
501,0.00410554660196042,0.03192228342052156
502,0.004096479364359012,0.03189559139260339
503,0.004087474516161835,0.03186905064753976
504,0.0040785315720071975,0.03184266009394789
505,0.0040696500508842605,0.031816418650084374
506,0.004060829476087783,0.03179032524374465
507,0.004052069375173433,0.03176437881216342
508,0.0040433692799136,0.03173857830191627
509,0.004034728726253736,0.031712922668822786
510,0.0040261472542692965,0.03168741087785022
511,0.0040176244081230605,0.031662041903018925
512,0.004009159736023073,0.03163681472730857
513,0.004000752790181041,0.03161172834256574
514,0.0039924031267712145,0.031586781749412075
515,0.003984110305889802,0.0315619739571544
516,0.00397587389151478,0.03153730398369497
517,0.0039676934514662875,0.031512770855443524
518,0.0039595685573674,0.03148837360722998
519,0.003951498784605387,0.03146411128221819
520,0.003943483712293461,0.031439982931820896
521,0.003935522923232935,0.031415987615615516
522,0.003927616003875833,0.03139212440126111
523,0.003919762544287935,0.031368392364416076
524,0.003911962138112259,0.031344790588656926
525,0.003904214382533003,0.03132131816539789
526,0.0038965188782398197,0.031297974193812014
527,0.0038888752293925913,0.03127475778075238
528,0.00388128304358657,0.031251668040674634
529,0.003873741931817931,0.03122870409556065
530,0.003866251508449719,0.031205865074842506
531,0.003858811391178204,0.03118315011532802
532,0.003851421200999615,0.031160558361126536
533,0.003844080562177228,0.0311380889635758
534,0.003836789102208881,0.031115741081169986
535,0.003829546451794855,0.03109351387948797
536,0.003822352244806049,0.031071406531123006
537,0.003815206118252639,0.031049418215612693
538,0.003808107712252999,0.03102754811937014
539,0.0038010566700029916,0.03100579543561575
540,0.0037940526377456592,0.03098415936430979
541,0.0037870952647412015,0.03096263911208572
542,0.003780184203237333,0.03094123389218446
543,0.0037733191084399213,0.030919942924388998
544,0.0037664996384840486,0.03089876543496034
545,0.003759725454405283,0.030877700656573488
546,0.003752996220111392,0.030856747828254778
547,0.0037463116023542767,0.030835906195319483
548,0.0037396712707022796,0.030815175009310525
549,0.0037330748975127753,0.03079455352793727
550,0.0037265221579050865,0.030774041015015786
551,0.0037200127297336875,0.03075363674040914
552,0.003713546293561706,0.03073333997996872
553,0.0037071225326347295,0.030713150015475896
554,0.0037007411328549133,0.030693066134584956
555,0.0036944017827553184,0.030673087630765702
556,0.00368810417347463,0.030653213803247824
557,0.0036818479987320743,0.030633443956964893
558,0.0036756329548026396,0.030613777402499497
559,0.0036694587404925813,0.030594213456029185
560,0.0036633250571151705,0.030574751439272168
561,0.0036572316084667418,0.030555390679434764
562,0.003651178100802986,0.030536130509158477
563,0.003645164242815493,0.030516970266468085
564,0.00363918974560858,0.030497909294720224
565,0.0036332543226763364,0.030478946942552664
566,0.00362735768987995,0.030460082563833934
567,0.0036214995654252676,0.030441315517613702
568,0.003615679669840598,0.030422645168073303
569,0.003609897725954763,0.030404070884477417
570,0.00360415345887537,0.030385592041125935
571,0.00359844659596736,0.030367208017306153
572,0.003592776866831715,0.0303489181972459
573,0.0035871440032844734,0.030330721970066952
574,0.0035815477393359436,0.030312618729738977
575,0.003575987811170102,0.030294607875033908
576,0.0035704639571242786,0.030276688809481037
577,0.0035649759176689974,0.030258860941322463
578,0.003559523435388102,0.030241123683468762
579,0.003554106254959004,0.030223476453455623
580,0.0035487241231332432,0.030205918673400747
581,0.00354337678871718,0.03018844976996093
582,0.003538064002552911,0.03017106917429012
583,0.00353278551749942,0.03015377632199744
584,0.0035275410884138838,0.030136570653106032
585,0.0035223304721332064,0.030119451612012155
586,0.0035171534274557287,0.030102418647444718
587,0.0035120097151231603,0.03008547121242534
588,0.0035068990978026574,0.030068608764228625
589,0.003501821340069147,0.030051830764343295
590,0.0034967762083877737,0.030035136678433074
591,0.003491763471096594,0.030018525976298827
592,0.0034867828983893914,0.030001998131840273
593,0.0034818342622987175,0.029985552623018538
594,0.003476917336679114,0.029969188931819084
595,0.003472031897190434,0.029952906544215164
596,0.0034671777212814544,0.02993670495013113
597,0.00346235458817357,0.02992058364340672
598,0.0034575622788446743,0.029904542121761368
599,0.00345280057601326,0.02988857988675905
600,0.003448069264122587,0.029872696443773477
601,0.0034433681293251153,0.029856891301953497
602,0.003438696959467043,0.02984116397418916
603,0.003434055544073011,0.02982551397707785
604,0.0034294436743309647,0.029809940830890797
605,0.0034248611430771837,0.02979444405954027
606,0.0034203077447814718,0.02977902319054658
607,0.003415783275532461,0.02976367775500591
608,0.003411287533023104,0.02974840728755819
609,0.003406820316536299,0.0297332113263554
610,0.0034023814269306756,0.029718089413030235
611,0.0033979706666265003,0.029703041092664945
612,0.003393587839591755,0.029688065913760706
613,0.0033892327513283206,0.02967316342820708
614,0.003384905208858351,0.029658333191252124
615,0.00338060502071074,0.029643574761472433
616,0.0033763319969077566,0.029628887700743636
617,0.0033720859489517747,0.029614271574211166
618,0.003367866689812205,0.029599725950261547
619,0.003363674033912495,0.029585250400493673
620,0.003359507797117262,0.029570844499690482
621,0.0033553677967196435,0.029556507825790976
622,0.003351253851428629,0.02954223995986258
623,0.0033471657813566604,0.02952804048607344
624,0.0033431034080072656,0.02951390899166562
625,0.0033390665542628495,0.029499845066927877
626,0.003335055044372612,0.02948584830516916
627,0.003331068703940561,0.02947191830269223
628,0.0033271073599136854,0.029458054658767555
629,0.0033231708405702,0.029444256975607656
630,0.00331925897550794,0.029430524858341186
631,0.0033153715956328682,0.029416857914987927
632,0.003311508533147676,0.0294032557564337
633,0.0033076696215405084,0.0293897179964054
634,0.003303854695573821,0.02937624425144642
635,0.0033000635912733027,0.029362834140892646
636,0.003296296145916952,0.02934948728684809
637,0.0032925521980242418,0.029336203314161046
638,0.0032888315873453727,0.029322981850400633
639,0.003285134154850672,0.029309822525833477
640,0.003281459742720069,0.029296724973400426
641,0.003277808194332678,0.029283688828693765
642,0.0032741793542564804,0.02927071372993441
643,0.003270573068238128,0.02925779931794961
644,0.003266989183192803,0.029244945236150663
645,0.003263427547194238,0.029232151130510805
646,0.0032598880094647648,0.029219416649543594
647,0.0032563704203655286,0.02920674144428123
648,0.0032528746313867374,0.029194125168253187
649,0.0032494004951380486,0.02918156747746504
650,0.0032459478653390273,0.029169068030377596
651,0.0032425165968096854,0.029156626487886098
652,0.0032391065454611487,0.029144242513299615
653,0.003235717568286395,0.029131915772320896
654,0.0032323495233510624,0.029119645933025868
655,0.003229002269784384,0.029107432665844212
656,0.0032256756677701737,0.029095275643539
657,0.0032223695785379204,0.029083174541187598
658,0.003219083864353965,0.02907112903616213
659,0.003215818388512767,0.02905913880811037
660,0.0032125730153282155,0.029047203538936448
661,0.003209347610125089,0.029035322912782383
662,0.0032061420392305376,0.029023496616009305
663,0.003202956169965691,0.029011724337178982
664,0.0031997898706373038,0.029000005767035552
665,0.0031966430105295237,0.028988340598487438
