epoch,trainingMSE,testingMSE
0,154.33038241374186,727.2002720055754
1,148.12141520548042,712.7771691683048
2,142.48144645688492,698.534386052156
3,137.3299836409062,684.4477435280402
4,132.600182156752,670.4997002626931
5,128.2362853115579,656.6781773549537
6,124.19157968728454,642.9755739703214
7,120.42675715008478,629.3879377131786
8,116.90859805812453,615.9142618229919
9,113.60890873201362,602.555887517425
10,110.50366078329748,589.3159944891977
11,107.5722912330597,576.1991660984799
12,104.79713117112898,563.2110184818308
13,102.16293756155879,550.3578848366357
14,99.6565081337278,537.6465476951586
15,97.26636345623466,525.0840131931947
16,94.98248354046721,512.6773222541557
17,92.79608886848125,500.4333943183089
18,90.69945774405748,488.35889980070635
19,88.68577344809574,476.4601578999929
20,86.74899593329013,464.74305673409333
21,84.88375379021501,453.2129930709787
22,83.08525301299213,441.87482917058827
23,81.34919973053576,430.7328644704452
24,79.67173458226922,419.7908200417859
25,78.04937683112301,409.0518339216635
26,76.47897664180378,398.51846559382045
27,74.95767422468413,388.1927080499017
28,73.48286476767521,378.0760060143142
29,72.05216826001943,368.16927906139733
30,70.66340346087902,358.47294849271543
31,69.31456538814267,348.9869669748658
32,68.00380580398827,339.71085006387113
33,66.7294162574051,330.6437088604198
34,65.48981331329378,321.78428315051525
35,64.28352565550244,313.1309744880482
36,63.10918279930752,304.68187876924173
37,61.965505189096206,296.43481793360223
38,60.851295490733406,288.3873705021007
39,59.7654309164169,280.5369007308403
40,58.706856443659156,272.88058621782477
41,57.67457881013911,265.4154438519315
42,56.667661183156035,258.1383540373505
43,55.68521841680404,251.0460831640385
44,54.72641282219463,244.13530432577323
45,53.790450386427544,237.4026163127399
46,52.87657738484955,230.84456092582892
47,51.98407733867521,224.45763867558097
48,51.11226827648738,218.23832294051422
49,50.26050026364858,212.18307266797402
50,49.42815316838042,206.28834370612933
51,48.614634637330276,200.55059885879984
52,47.81937825693565,194.9663167558057
53,47.04184187990425,189.53199963091222
54,46.281506098725586,184.24418009748868
55,45.537872850371244,179.09942700903818
56,44.810464138282754,174.09435048800546
57,44.09882085942908,169.22560620199002
58,43.40250172567517,164.48989896181527
59,42.721082269973266,159.88398571103852
60,42.05415392899356,155.4046779715082
61,41.40132319477461,151.0488438046227
62,40.76221082881485,146.81340934307414
63,40.136451132763064,142.69535994314967
64,39.52369127050786,138.691741003146
65,38.92359063703569,134.79965848917908
66,38.33582026991649,131.0162792056298
67,37.76006229971974,127.33883084372421
68,37.196009436043006,123.76460183824678
69,36.643364486177774,120.29094105917869
70,36.101839903734664,116.91525736209795
71,35.57115736481847,113.63501901849327
