epoch,trainingMSE,stdTrainingMSE,testingMSE,stdTestingMSE
78,114.36527312806207,30.308428022427524,188.58219710462916,174.44487081080953
79,112.96065183198955,29.85674004721397,186.71740213270647,173.09964791192985
80,111.57951918351186,29.413386108404513,184.87760268222422,171.76321922169484
81,110.22133400949816,28.978230029212828,183.06232344300764,170.43562698315924
82,108.88557455660563,28.55113714774966,181.27109632323274,169.11691039062597
83,107.57173746390957,28.131974320328876,179.50346195345745,167.80710485478417
84,106.27933679349312,27.72060991892399,177.7589707005423,166.5062415405362
85,105.0079031172484,27.316913824650253,176.03718331249556,165.21434710787568
86,103.75698265797466,26.920757418627122,174.33767128721385,163.93144360234956
87,102.52613648264172,26.53201357120428,172.66001703630533,162.65754845423098
88,101.31493974549296,26.150556630264447,171.00381389832702,161.39267455528625
89,100.12298097851813,25.77626240911845,169.36866604276474,160.1368303895669
90,98.94986142674294,25.40900817436306,167.75418829607864,158.89002020047423
91,97.795194425755,25.048672633963218,166.16000591346065,157.65224418081664
92,96.65860481890401,24.695135925740978,164.5857543140663,156.4234986760106
93,95.53972841166983,24.34827960639098,163.03107879299122,155.2037763931937
94,94.43821146077553,24.00798664109878,161.49563421983834,153.99306661101681
95,93.35371019572513,23.674141393803225,159.97908473111784,152.79135538639696
96,92.28589037055958,23.34662961811776,158.4811034217494,151.598625755652
97,91.23442684374706,23.025338448908126,157.00137203944493,150.41485792829977
98,90.19900318424713,22.710156394507404,155.5395806846321,149.24002947244398
99,89.17931130191282,22.40097332954081,154.09542751773597,148.07411549113573
100,88.17505110051545,22.097680488323512,152.66861847501445,146.91708878945363
101,87.18593015179484,21.80017045879072,151.25886699368147,145.7689200322846
102,86.21166338904835,21.508337176914978,149.86589374671146,144.62957789296715
103,85.25197281887927,21.2220759215634,148.4894263874779,143.49902919307826
104,84.30658724982406,20.94128330974725,147.12919930419974,142.3772390337214
105,83.37524203667239,20.66585729221538,145.7849533840503,141.26417091872182
106,82.45767883938014,20.395697149342826,144.4564357866998,140.15978687016235
107,81.55364539555805,20.13070348726859,143.14339972700535,139.06404753669824
108,80.66289530559344,19.870778234235726,141.8456042665351,137.97691229509144
109,79.78518782953243,19.615824637089762,140.5628141135871,136.89833934538925
110,78.9202876949153,19.36574725789259,139.29479943136567,135.82828580016118
111,78.06796491481744,19.120451970611075,138.041335653971,134.7667077681834
112,77.22799461540289,18.879845957841585,136.80220330986953,133.71356043294375
113,76.40015687235028,18.643837707533436,135.5771878525177,132.6687981263119
114,75.58423655555654,18.41233700967642,134.36607949782754,131.6323743977037
115,74.78002318156818,18.185254952920065,133.16867306817213,130.60424207904057
116,73.98731077323019,17.96250392109382,131.98476784264366,129.58435334578556
117,73.20589772607977,17.743997589599434,130.8141674132919,128.5726597743194
118,72.43558668104588,17.529650921649324,129.65667954708067,127.56911239589728
119,71.67618440304844,17.319380164326226,128.5121160533161,126.57366174741011
120,70.9275016651189,17.113102844441812,127.38029265631144,125.58625791915941
121,70.18935313769241,16.910737764173177,126.26102887306367,124.6068505998349
122,69.46155728274577,16.712204996458897,125.15414789573072,123.63538911887453
123,68.74393625247886,16.51742588013753,124.05947647870575,122.67182248636966
124,68.03631579225942,16.32632301481337,122.97684483009564,121.71609943066687
125,67.338525147569,16.138820255435657,121.90608650742091,120.76816843380836
126,66.65039697470903,15.954842706580346,120.84703831736044,119.82797776493977
127,65.9717672550399,15.774316716423163,119.79954021937479,118.89547551180814
128,65.30247521254445,15.597169870396183,118.76343523304672,117.97060961045989
129,64.64236323451989,15.423330984520147,117.73856934898662,117.05332787324619
130,63.991276795217075,15.252730098407511,116.7247914431558,116.14357801523042
131,63.34906438225739,15.085298467931615,115.72195319446779,115.24130767909026
132,62.71557742567063,14.92096855755909,114.7299090055321,114.34646445859755
133,62.090670229406626,14.75967403234429,113.74851592641191,113.45899592075602
134,61.47419990518427,14.601349749584939,112.77763358127173,112.57884962667049
135,60.86602630855098,14.4459317501406,111.81712409779558,111.70597315121634
136,60.266011977033315,14.293357249415413,110.86685203926254,110.84031410157473
137,59.67402207026924,14.143564628008766,109.92668433916866,109.98182013469469
138,59.08992431201773,13.996493422037897,108.99649023829122,109.13043897373836
139,58.51358893395088,13.852084313137876,108.07614122409291,108.28611842356467
140,57.9448886211377,13.710279118145005,107.1655109723696,107.44880638530076
141,57.38369845913665,13.571020778471198,106.26447529104864,106.61845087005075
142,56.82989588261836,13.434253349176483,105.37291206604667,105.79500001178491
143,56.28336062544593,13.299921987749416,104.49070120910196,104.97840207945342
144,55.743974672144226,13.167972942604214,103.61772460749873,104.16860548836516
145,55.21162221069503,13.038353541304863,102.7538660756029,103.3655588108679
146,54.686189586597926,12.911012178527473,101.8990113081346,102.56921078636836
147,54.16756525814179,12.785898303771615,101.05304783510289,101.7795103307243
148,53.655639752834574,12.66296240883316,100.21586497833368,100.99640654504228
149,53.15030562494238,12.542156015050441,99.38735380952289,100.21984872391118
150,52.651457414092924,12.423431660337084,98.56740710975066,99.44978636310132
151,52.158991604899676,12.306742886013867,97.75591933039446,98.6861691667559
152,51.672806587567244,12.192044223454051,96.95278655538239,97.92894705410203
153,51.19280261944056,12.07929118055476,96.15790646472945,97.17807016570552
154,50.71888178746161,11.968440228049065,95.37117829930204,96.43348886929378
155,50.25094797150185,11.859448785672507,94.59250282676007,95.69515376516895
156,49.788906808538016,11.752275208197947,93.82178230862476,94.96301569123308
157,49.332665657642956,11.646878771353418,93.05892046842662,94.23702572764515
158,48.882133565763176,11.543219657636499,92.30382246088608,93.51713520113074
159,48.43722123425763,11.441258942039857,91.55639484208466,92.80329568896045
160,47.99784098617306,11.340958577701725,90.81654554058403,92.09545902261745
161,47.563906734232596,11.242281381495097,90.08418382945332,91.39357729116787
162,47.13533394951639,11.14519101956991,89.35922029916688,90.69760284435326
163,46.712039630812676,11.049651992860996,88.64156683133601,90.00748829541728
164,46.293942274620804,10.955629622575863,87.93113657323956,89.32318652368274
165,45.88096184578682,10.863090035674837,87.22784391312037,88.64465067689184
166,45.47301974875452,10.772000150356652,86.5316044562165,87.97183417332347
167,45.070038799415066,10.682327661561752,85.84233500149614,87.30469070369942
168,44.67194319753958,10.594041026505574,85.15995351906729,86.64317423289073
169,44.27865849977926,10.50710945025343,84.48437912823631,85.98723900143747
170,43.8901115932188,10.421502871348569,83.81553207618651,85.33683952688938
171,43.50623066946936,10.33719194750405,83.15333371725418,84.69193060498074
172,43.126945199288,10.254148041369403,82.49770649277652,84.05246731064737
173,42.75218590771085,10.172343206382026,81.84857391148948,83.4184049988948
174,42.38188474968813,10.091750172712949,81.20586053045399,82.78969930552732
175,42.01597488620944,10.012342333316433,80.5694919364888,82.1663061477453
176,41.654390660908064,9.934093730092014,79.93939472809157,81.54818172461883
177,41.29706757713402,9.856979040167724,79.31549649782865,80.93528251744584
178,40.94394227548495,9.780973562311807,78.69772581517547,80.3275652900003
179,40.59495251178563,9.70605320348104,78.08601220979106,79.72498708867847
180,40.25003713550596,9.632194465512312,77.48028615520992,79.12750524254953
181,39.90913606860858,9.559374431963901,76.88047905293614,78.53507736331522
182,39.57219028481692,9.487570755112952,76.28652321692434,77.9476613451861
183,39.239141789295154,9.416761643114405,75.69835185843417,77.36521536467846
184,38.909933598731605,9.34692584732686,75.11589907124412,76.787697880337
185,38.584509721817376,9.278042649809983,74.53909981721242,76.21506763238932
186,38.26281514011247,9.210091850998028,73.9678899121723,75.64728364233513
187,37.9447957892913,9.143053757553135,73.40220601215061,75.08430521247604
188,37.63039854076071,9.076909170402326,72.84198559989805,74.52609192538844
189,37.3195711836423,9.011639372960888,72.28716697172027,73.97260364334453
190,37.01226240711292,8.947226119545343,71.73768922460087,73.42380050768453
191,36.70842178309548,8.883651623978228,71.19349224360509,72.87964293814397
192,36.4079997492938,8.820898548386598,70.65451668955622,72.34009163213814
193,36.11094759256468,8.758949992196246,70.12070398697507,71.80510756400798
194,35.81721743262066,8.69778948132267,69.59199631227456,71.27465198422946
195,35.52676220605711,8.637400957560157,69.06833658220116,70.74868641858923
196,35.23953565069743,8.577768768169491,68.54966844251587,70.22717266732973
197,34.955492290250334,8.51887765566487,68.03593625690652,69.71007280426434
198,34.674587419272996,8.460712747800113,67.5270850961254,69.1973491758667
199,34.39677708843444,8.403259547754129,67.02306072734487,68.68896440033518
200,34.12201809007324,8.34650392451539,66.52380960372462,68.1848813666348
201,33.85026794404394,8.290432103464518,66.02927885418426,67.68506323351758
202,33.5814848838467,8.235030657154685,65.53941627337612,67.18947342852458
203,33.3156278430346,8.180286496288172,65.05417031185102,66.69807564696859
204,33.052656441893404,8.126186860888687,64.57349006641353,66.21083385090245
205,32.792530974388285,8.072719311667065,64.0973252706597,65.7277122680707
206,32.53521239537269,8.019871721579785,63.62562628569344,65.24867539084816
207,32.280662308053984,7.967632267577823,63.15834409101672,64.77368797516607
208,32.02884295171102,7.915989422544267,62.69543027558765,64.30271503942556
209,31.779717189658676,7.864931947418686,62.236837029043954,63.83572186340195
210,31.533248497454753,7.814448883506122,61.7825171330861,63.37267398713783
211,31.289400951344078,7.764529544968259,61.332423953016665,62.91353720982875
212,31.048139216935617,7.715163511494637,60.88651142943138,62.458277588698955
213,30.80942853810775,7.666340621151258,60.444734070059134,62.00686143787121
214,30.573234726137326,7.618050963404299,60.007046941745976,61.55925532722873
215,30.339524149048007,7.570284872315926,59.57340566258061,61.115426081271615
216,30.108263721173646,7.5230329199097445,59.14376639415728,60.675340777966674
217,29.879420892932387,7.476285909703369,58.71808583397314,60.23896674759262
218,29.652963640807254,7.430034870404636,58.29632120795676,59.80627157158018
219,29.428860457529204,7.384271049769335,57.878430263124855,59.37722308134794
220,29.207080342458593,7.338985908617169,57.46437126036409,58.95178935713345
221,28.987592792160797,7.294171115003034,57.0541029673352,58.52993872682144
222,28.77036779117264,7.249818538540812,56.6475846514963,58.111639764767666
223,28.55537580295513,7.205920244876614,56.24477607324361,57.696861290620106
224,28.342587761029318,7.16246849030869,55.84563747916588,57.285572368136755
225,28.131975060291136,7.119455716550621,55.45012959541065,56.87774230400081
226,27.923509548501787,7.07687454563526,55.05821362115996,56.47334064663308
227,27.717163517950134,7.034717774956181,54.669851222212436,56.07233718500179
228,27.51290969728342,6.992978372443759,54.28500452467047,55.67470194742991
229,27.31072124350295,6.9516494718728,53.90363610872954,55.280405200400786
230,27.11057173412159,6.910724368299092,53.525709002567574,54.88941744736119
231,26.912435159479152,6.870196513621406,53.151186676332436,54.50170942752185
232,26.716285915213124,6.830059512266659,52.78003303622573,54.11725211465688
233,26.52209879488102,6.790307116994894,52.41221241868034,53.736016715900796
234,26.32984898273145,6.750933224821526,52.04768958462994,53.357974670543776
235,26.139512046620755,6.7119318730537465,51.6864297138692,52.98309764882443
236,25.951063931072245,6.673297235438629,51.32839839950215,52.61135755072219
237,25.76448095047499,6.635023618419894,50.97356164247707,52.24272650474655
238,25.579739782419217,6.5971054575008505,50.6218858462066,51.87717686672526
239,25.39681746116574,6.559537313710546,50.27333781127057,51.51468121859063
240,25.215691371246198,6.52231387017093,49.92788473020103,51.15521236716432
241,25.03633924119174,6.485429928761954,49.58549418234676,50.79874334294014
242,24.858739137387204,6.448880406882326,49.24613412881648,50.445247398865575
243,24.68286945804834,6.412660334303441,48.90977290749881,50.09469800912119
244,24.508708927319315,6.376764850113855,48.5763792281578,49.74706886789894
245,24.3362365894882,6.3411891997520256,48.24592216760224,49.40233388817847
246,24.165431803317638,6.305928732124809,47.91837116492796,49.06046720050216
247,23.996274236488595,6.270978896809523,47.593696016830776,48.72144315174819
248,23.828743860154606,6.236335241337259,47.27186687298962,48.38523630390243
249,23.662820943604185,6.2019934085551105,46.95285423151852,48.051821432828696
250,23.498486049029236,6.167949134065264,46.63662893448522,47.721173527037365
251,23.33572002639705,6.13419824373868,46.32316216349641,47.39326778645262
252,23.17450400842397,6.100736651301422,46.01242543534742,47.06807962117817
253,23.014819405648108,6.067560355991453,45.70439059773576,46.74558465026192
254,22.856647901599633,6.0346654402839714,45.39902982503706,46.425758700458545
255,22.69997144806597,6.0020480676832415,45.09631561414249,46.10857780499143
256,22.54477226045029,5.9697044805792,44.79622078035625,45.79401820231301
257,22.391032813221166,5.937630998166734,44.49871845335237,45.482056334863756
258,22.238735835451443,5.9058240144260665,44.20378207318957,45.17266884783047
259,22.087864306444494,5.874279996162139,43.911385386383145,44.865832587902524
260,21.938401451446023,5.84299548110167,43.621502442033,44.56152460202781
261,21.790330737439433,5.811967076045935,43.334107588006866,44.25972213616768
262,21.643635869023267,5.781191455077546,43.04917546717743,43.96040263405025
263,21.498300784368777,5.750665357820084,42.76668101371275,43.663543735923525
264,21.354309651255885,5.720385587748435,42.486599449419195,43.369123277307516
265,21.21164686318612,5.690349010548718,42.208906280135196,43.07711928774516
266,21.07029703557069,5.660552552526223,41.933577292175876,42.78750998955346
267,20.93024500199206,5.630993199059892,41.66058854882759,42.50027379657336
268,20.79147581053775,5.6016679931019295,41.3899163868902,42.2153893129193
269,20.65397472020455,5.572574033721312,41.12153741326872,41.93283533172856
270,20.517727197371762,5.5437084746897005,40.855428501611065,41.652590833910324
271,20.382718912342117,5.515068523108565,40.59156678899232,41.374634986894044
272,20.248935735948713,5.48665143807632,40.32992967264517,41.098947143378666
273,20.116363736226816,5.458454529394173,40.07049480673454,40.825506840080706
274,19.98498917514898,5.430475156309518,39.81324009917676,40.55429379648358
275,19.854798505422345,5.4027107262957905,39.558143708501625,40.285287913586146
276,19.72577836734653,5.3751586938676255,39.30518404075789,40.01846927265241
277,19.59791558573111,5.3478165594302105,39.05433974645987,39.7538181339611
278,19.47119716687134,5.320681868161909,38.805589717575955,39.49131493555601
279,19.345610295580823,5.293752208928985,38.558913084557524,39.23094029199712
280,19.22114233228003,5.267025213231544,38.314289213408,38.97267499311245
281,19.097780810139483,5.240498554179719,38.07169770279095,38.716500002750685
282,18.975513432276454,5.214169945499087,37.83111838117728,38.4623964575349
283,18.854328069004026,5.188037140564608,37.59253130403014,38.210345665617616
284,18.73421275513145,5.162097931461993,37.35591675102768,37.960329105436855
285,18.61515568731485,5.136350148075787,37.12125522332281,37.71232842447389
286,18.497145221456954,5.110791657203328,36.88852744083875,37.46632543801221
287,18.380169870155157,5.0854203616937586,36.657714339601064,37.222302127898466
288,18.264218300196628,5.0602341996113385,36.42879706910443,36.980240641304796
289,18.149279330099695,5.035231143422317,36.2017569897143,36.74012328949352
290,18.035341927700518,5.010409199204594,35.97657567010281,36.501932546583376
291,17.922395207783925,4.9857664058795335,35.753234884718196,36.265651048318354
292,17.810428429757852,4.961300834465192,35.531716611287386,36.03126159083867
293,17.699430995370083,4.9370105873503825,35.31200302835134,35.798747129453794
294,17.58939244646683,4.912893797588817,35.09407651283222,35.56809077741847
295,17.48030246279193,4.888948628212785,34.877919637632736,35.33927580471133
296,17.37215085982611,4.865173271565802,34.66351516926637,35.11228563681593
297,17.264927586665337,4.841565948653547,34.4508460655181,34.8871038535051
298,17.158622723937533,4.818124908512645,34.239895473136094,34.6637141876282
299,17.053226481756806,4.794848427596564,34.030646725552565,34.442100523901225
300,16.94872919771454,4.771734809178406,33.823083340634426,34.222246897700614
301,16.845121334906477,4.748782382769719,33.617189018462696,34.004137493860156
302,16.74239347999518,4.725989503555126,33.412947639140704,33.78775664547156
303,16.640536341307087,4.703354551842167,33.21034326063019,33.57308883268849
304,16.539540746963436,4.680875932525814,33.00936011661543,33.36011868153449
305,16.439397643044483,4.658552074567428,32.80998261439429,33.148830962714634
306,16.34009809178625,4.636381430487478,32.61219533279656,32.93921059043087
307,16.24163326980918,4.614362475871831,32.415983020128934,32.73124262120242
308,16.14399446637813,4.592493708891022,32.22133059214575,32.524912252689
309,16.04717308169291,4.570773649832142,32.02822313004608,32.320204822519365
310,15.951160625208924,4.549200840643078,31.83664587849578,32.1171058071235
311,15.855948713987251,4.527773844488667,31.646584243674994,31.915600820570077
312,15.761529071073635,4.50649124531833,31.458023791350378,31.715675613407793
313,15.667893523905617,4.485351647444911,31.27095024497159,31.517316071511736
314,15.575034002747527,4.464353675134431,31.08534948379167,31.320508214934424
315,15.482942539152688,4.443495972206402,30.90120754101207,31.12523819676207
316,15.391611264452093,4.422777201644263,30.718510601949706,30.931492301975066
317,15.30103240826941,4.402196045215838,30.537245002228293,30.739256946314253
318,15.211198297061438,4.381751203103339,30.357397225991765,30.548518675152003
319,15.122101352683794,4.361441393542845,30.178953904140485,30.35926416236863
320,15.033734090981161,4.341265352472676,30.001901812589477,30.17148020923398
321,14.946089120401703,4.321221833190711,29.82622787054867,29.985153743294614
322,14.859159140635148,4.301309606020181,29.651919138824336,29.80027181726627
323,14.772936941274093,4.281527457983748,29.478962818142413,29.616821607932135
324,14.687415400498049,4.261874192485658,29.307346247492156,29.434790415046397
325,14.602587483779912,4.242348629001763,29.137056902491057,29.254165660243828
326,14.518446242614166,4.222949602776928,28.96808239376971,29.074934885954804
327,14.434984813266748,4.203675964530101,28.800410465377105,28.897085754326458
328,14.352196415545835,4.184526580166319,28.634028993205984,28.72060604614974
329,14.270074351593392,4.165500330495721,28.468925983437348,28.545483659792016
330,14.188612004696916,4.146596110959326,28.305089571004824,28.37170661013619
331,14.10780283812114,4.127812831361431,28.14250801807785,28.19926302752558
332,14.027640393959151,4.109149415608152,27.98116971256351,28.028141156715076
333,13.948118292002759,4.09060480145253,27.821063166627678,27.8583293558285
334,13.86923022863154,4.0721779402452505,27.662177015233883,27.689816095322033
335,13.790969975720316,4.053867796691437,27.504500014700543,27.522589956954047
336,13.713331379564764,4.035673348613139,27.348021041276176,27.356639632761464
337,13.636308359824715,4.017593586717177,27.19272908973204,27.191953924042014
338,13.55989490848487,3.999627514368539,27.038613271972356,27.028521740343297
339,13.484085088832538,3.9817741473688177,26.885662815661792,26.86633209845821
340,13.408873034452247,3.9640325137398786,26.7338670628699,26.70537412142686
341,13.334252948236655,3.946401653512299,26.58321546873194,26.545637037544864
342,13.260219101413728,3.9288806185187877,26.433697600126955,26.387110179378336
343,13.186765832589685,3.911468472192047,26.28530313437154,26.229782982785714
344,13.113887546807499,3.8941642893673794,26.138021857930134,26.073644985945542
345,13.041578714620675,3.8769671560895476,25.991843665140944,25.918685828391684
346,12.969833871181999,3.8598761694240245,25.846758556957727,25.764895250054426
347,12.89864761534699,3.8428904372723625,25.702756639707196,25.612263090309185
348,12.828014608791765,3.8260090781916385,25.559828123861376,25.460779287030952
349,12.757929575145146,3.8092312212178827,25.417963322825575,25.310433875656162
350,12.688387299134556,3.7925560056933123,25.27715265174069,25.161216988251105
351,12.619382625745681,3.7759825810972982,25.13738662630083,25.013118852586924
352,12.550910459395494,3.7595101068810677,24.998655861585004,24.866129791221653
353,12.482965763118466,3.743137752305841,24.86095107090358,24.720240220589034
354,12.415543557765643,3.726864696284468,24.724263064658413,24.575440650093736
355,12.348638921216532,3.710690127226498,24.58858274921757,24.43172168121405
356,12.282246987603335,3.694613242886388,24.45390112580344,24.289074006610598
357,12.216362946547466,3.6786332502150048,24.320209289394512,24.147488409242566
358,12.150982042408156,3.6627493652142427,24.187498427640946,24.00695576149048
359,12.086099573542741,3.6469608127945934,24.05575981979314,23.867467024285517
360,12.021710891578635,3.631266826635725,23.924984835643436,23.72901324624619
361,11.957811400696658,3.6156666490499076,23.795164934480958,23.59158556282127
362,11.89439655692561,3.600159530848268,23.666291664059226,23.45517519544006
363,11.83146186744766,3.584744731209723,23.53835665957626,23.319773450668954
364,11.769002889914814,3.5694215175526782,23.41135164266733,23.185371719375286
365,11.707015231775634,3.5541891654091633,23.285268420409917,23.051961475897517
366,11.645494549612708,3.5390469583016597,23.160098884340943,22.919534277222596
367,11.584436548490142,3.523994187622275,23.035835009485975,22.7880817621698
368,11.523836981311158,3.5090301525144,22.91246885340028,22.657595650581495
369,11.463691648185565,3.494154159756637,22.789992555221634,22.528067742520534
370,11.403996395806983,3.4793655236491086,22.66839833473457,22.399489917474476
371,11.344747116839509,3.464663565901887,22.5476784914463,22.27185413356642
372,11.285939749313863,3.4500476155257105,22.427825403673744,22.14515242677267
373,11.227570276032623,3.435517008724757,22.308831527641775,22.019376910146946
374,11.169634723984577,3.4210710887914964,22.190689396592195,21.894519773051364
375,11.112129163767957,3.4067092060035646,22.073391619904157,21.77057328039386
376,11.055049709022416,3.3924307175226636,21.956930882224754,21.647529771872538
377,10.998392515869535,3.3782349872953086,21.841299942610345,21.52538166122631
378,10.942153782361842,3.3641213859555106,21.72649163367867,21.404121435492296
379,10.88632974794007,3.35008929072927,21.612498860770756,21.28374165426963
380,10.830916692898597,3.336138085340867,21.499314601123437,21.164234948989932
381,10.775910937858884,3.322267159920937,21.386931903051806,21.045594022194244
382,10.721308843250787,3.308475910916212,21.27534388514164,20.927811646816373
383,10.66710680880162,3.2947637410009065,21.164543735451378,20.8108806654725
384,10.613301273032809,3.281130058989844,21.054524710724472,20.694793989757702
385,10.55988871276408,3.2675742797530756,20.94528013561055,20.579544599548367
386,10.50686564262489,3.2540958241320834,20.836803401896532,20.46512554231126
387,10.454228614573239,3.240694118857544,20.7290879677469,20.35152993241864
388,10.401974217421452,3.227368596468467,20.62212735695306,20.238750950469864
389,10.35009907636904,3.2141186952329677,20.515915158192286,20.12678184261929
390,10.298599852542393,3.2009438590703057,20.41044502429517,20.01561591991024
391,10.24747324254125,3.187843537474352,20.3057106715221,19.9052465576153
392,10.196715977991778,3.174817185438467,20.201705878848625,19.795667194582602
393,10.146324825106259,3.1618642633816445,20.098424487259326,19.686871332588463
394,10.096296584249085,3.1489842370759713,19.99586039905042,19.57885253569574
395,10.046628089509198,3.1361765775753483,19.89400757714056,19.471604429618857
396,9.997316208278635,3.1234407611455106,19.79286004439025,19.365120701094142
397,9.948357840837293,3.1107762691951613,19.692411882929346,19.259395097256576
398,9.899749919943579,3.098182588208379,19.59265723349268,19.154421425022456
399,9.851489410431077,3.0856592096781443,19.493590294763727,19.050193550477825
400,9.803573308810966,3.0732056300410107,19.395205322726277,18.94670539827281
401,9.755998642880204,3.060821350612923,19.297496630023947,18.843950951021778
402,9.708762471335278,3.0485058775260203,19.20045858532725,18.74192424870948
403,9.661861883391555,3.036258721666665,19.104085612708555,18.64061938810281
404,9.615293998408026,3.024079398614367,19.00837219102439,18.540030522167722
405,9.569055965517387,3.0119674285818054,18.913312853305246,18.44015185949316
406,9.523144963261483,2.9999223363558283,18.818902186152833,18.34097766371924
407,9.477558199231813,2.9879436512394357,18.725134829144483,18.242502252971775
