class,height,strength,skill,intelligence,courage,physique,fitness,generationCount,executionTime,childrenCount,mutationCount
WIZARD,1.924437687012548,89.79792579773743,82.65057045740052,27.349371085626004,0.1474850786456427,0.05464758059038674,81.72016445897374,47,0.8256881237030029,4600,3646
WIZARD,1.9272569767289975,86.96604974914844,77.74845022067052,33.394629479142694,0.5279239890969776,1.362946561941394,80.65922390282188,25,0.43462085723876953,2400,1949
WIZARD,1.911927983215445,93.09380532340538,79.60079843020459,26.745790132086416,0.05838746624371149,0.5012186480598941,81.60315516629909,28,0.48787784576416016,2700,2143
WIZARD,1.9203702394278555,89.59719411657632,78.30052365415477,31.380624277773496,0.3304941572591737,0.39116379423627157,81.49470573210681,51,0.9041640758514404,5000,4006
WIZARD,1.9095285578488064,92.20849909770942,75.9277674144849,30.901545814470044,0.8467712689687832,0.11541640436684006,81.28618603621234,20,0.34516191482543945,1900,1524
WIZARD,1.9190014953813577,89.884190943927,82.40661764910783,27.048078539040773,0.4413018829738935,0.21981098495049575,81.55658896747774,45,0.7896461486816406,4400,3506
WIZARD,1.9330228724680818,90.92342458427046,79.77731473962653,28.634883096786886,0.49239850679847097,0.17197907251765382,81.24420320065109,31,0.5396208763122559,3000,2398
WIZARD,1.9148777752979338,91.84541310827507,80.65531498564107,27.281557597625476,0.13001722412483374,0.0876970843335664,81.82119092376239,42,0.7422420978546143,4100,3315
WIZARD,1.8899335007233515,91.90823234535578,78.78094923051343,26.931941771340508,1.6671939511873997,0.7116827016028937,80.07371175439798,28,0.48592519760131836,2700,2153
WIZARD,1.9044125146786224,90.22856151626685,78.84512228101214,29.449698905923874,0.3652913628179108,1.1113259339792427,81.06009373743545,23,0.39605093002319336,2200,1727
