cost,expandedNodes,borderNodes,executionTime
272,271,179,0.015074729919433594
272,271,179,0.016499996185302734
272,271,179,0.016408920288085938
272,271,179,0.01764392852783203
272,271,179,0.016376018524169922
272,271,179,0.016689062118530273
272,271,179,0.02126169204711914
272,271,179,0.01772308349609375
272,271,179,0.017845869064331055
272,271,179,0.017615079879760742
